diseaseId,cluster
umls:C0020639,6
umls:C0018995,5
umls:C2936329,10
umls:C0085632,10
umls:C0026618,7
umls:C1862937,7
umls:C0030360,6
umls:C1704321,1
umls:C0558193,10
umls:C0042961,6
umls:C1260959,5
umls:C0730285,10
umls:C0686347,4
umls:C0085633,7
umls:C0037926,5
umls:C1096293,7
umls:C0795875,7
umls:C0027858,6
umls:C0023944,10
umls:C1301700,3
umls:C0271680,7
umls:C0004941,6
umls:C1135361,6
umls:C0002880,5
umls:C0007121,8
umls:C0752130,4
umls:C0001080,8
umls:C1868678,8
umls:C1300257,10
umls:C0410529,8
umls:C2677099,10
umls:C1864852,10
umls:C1864436,10
umls:C0265269,10
umls:C0039743,10
umls:C0008924,10
umls:C0008925,10
umls:C0175699,10
umls:C0410528,10
umls:C0039093,10
umls:C0343284,10
umls:C0029422,4
umls:C0023761,8
umls:C0007971,6
umls:C0553723,10
umls:C0151491,8
umls:C2674173,10
umls:C1300256,10
umls:C2931196,10
umls:C0010273,2
umls:C0263661,10
umls:C0001193,7
umls:C0004998,10
umls:C0220658,7
umls:C0265303,7
umls:C0751571,4
umls:C0265529,10
umls:C0038379,3
umls:C0263641,7
umls:C0036651,7
umls:C0149782,4
umls:C0026707,4
umls:C0265534,10
umls:C3536714,7
umls:C0235831,7
umls:C0005967,7
umls:C1336527,6
umls:C0265318,6
umls:C0265329,10
umls:C0278827,3
umls:C0235754,10
umls:C0362030,10
umls:C0243066,10
umls:C0432283,4
umls:C0878787,7
umls:C0206721,6
umls:C0038015,4
umls:C0001969,7
umls:C1334282,7
umls:C2930792,10
umls:C0220726,10
umls:C0282529,10
umls:C0003803,10
umls:C0302894,10
umls:C2931150,7
umls:C0022602,6
umls:C0751882,6
umls:C2745959,4
umls:C0221369,6
umls:C0011645,10
umls:C0175695,2
umls:C0685409,6
umls:C0022593,6
umls:C0265309,6
umls:C2986536,4
umls:C3696898,4
umls:C0744483,4
umls:C0024419,4
umls:C0017921,7
umls:C0017665,6
umls:C0751173,6
umls:C0342751,5
umls:C0017919,6
umls:C0024437,5
umls:C0030246,5
umls:C1541923,1
umls:C0270921,7
umls:C0393519,4
umls:C0235394,3
umls:C1304140,10
umls:C0014121,1
umls:C1849930,4
umls:C0003537,9
umls:C0344559,7
umls:C0206641,7
umls:C0023003,10
umls:C0520788,7
umls:C0814152,7
umls:C1851413,9
umls:C0267797,4
umls:C0432282,7
umls:C0265255,8
umls:C0038165,10
umls:C0936248,6
umls:C0042721,6
umls:C0086647,2
umls:C0403443,7
umls:C0008441,2
umls:C0699893,7
umls:C0403396,7
umls:C3463923,7
umls:C0019189,6
umls:C0751356,6
umls:C0543697,2
umls:C0018621,6
umls:C0205711,8
umls:C1839264,8
umls:C0751915,8
umls:C0751604,8
umls:C0030486,3
umls:C0007789,4
umls:C0393665,6
umls:C0034372,2
umls:C0028738,3
umls:C0751964,6
umls:C1274795,7
umls:C0598608,7
umls:C0011303,6
umls:C1263857,4
umls:C0020630,6
umls:C0009171,7
umls:C3495426,7
umls:C0149983,7
umls:C0920103,8
umls:C0001857,8
umls:C1306068,10
umls:C0858617,6
umls:C0392557,2
umls:C0265253,4
umls:C0265252,2
umls:C0333006,7
umls:C1868690,2
umls:C1527231,2
umls:C0039292,6
umls:C0282528,10
umls:C1306856,7
umls:C0405580,4
umls:C0043459,10
umls:C0007286,6
umls:C1394891,5
umls:C1328840,6
umls:C0677050,5
umls:C0006635,10
umls:C0699728,7
umls:C0008489,5
umls:C0751208,7
umls:C0029421,4
umls:C0028768,4
umls:C0268407,6
umls:C1305932,7
umls:C0427086,8
umls:C0854723,6
umls:C0020256,9
umls:C0030587,7
umls:C1518296,5
umls:C0023374,7
umls:C0268117,6
umls:C0740394,7
umls:C0018099,5
umls:C0027854,4
umls:C0003868,4
umls:C0085271,7
umls:C0268104,7
umls:C0085583,2
umls:C0278704,6
umls:C0796154,8
umls:C0268226,4
umls:C0403719,3
umls:C0432028,7
umls:C0268233,4
umls:C0272236,6
umls:C0398689,7
umls:C1835820,10
umls:C2751544,10
umls:C0007117,10
umls:C0028880,10
umls:C0002448,6
umls:C0341038,10
umls:C0028879,10
umls:C0011649,10
umls:C3160731,6
umls:C1708604,10
umls:C0079541,2
umls:C0158646,7
umls:C0011428,2
umls:C1142274,10
umls:C0034543,4
umls:C0677607,6
umls:C0334482,10
umls:C0278510,1
umls:C0022361,10
umls:C3711390,10
umls:C3825567,3
umls:C0334557,10
umls:C0008476,2
umls:C0862889,10
umls:C0205645,10
umls:C0178468,6
umls:C0265205,7
umls:C0080174,10
umls:C0917813,10
umls:C0205768,6
umls:C0035112,6
umls:C0265220,8
umls:C0920350,10
umls:C0156344,7
umls:C0334574,10
umls:C0149951,6
umls:C0205642,6
umls:C0742133,10
umls:C0751291,10
umls:C1334963,10
umls:C0035411,4
umls:C0029427,10
umls:C1266025,6
umls:C0751676,7
umls:C0030299,6
umls:C1862151,2
umls:C0855073,4
umls:C0349658,3
umls:C1854245,4
umls:C0546476,10
umls:C0175694,10
umls:C0005944,4
umls:C0042870,10
umls:C0012675,6
umls:C1865596,7
umls:C1846421,10
umls:C0026697,2
umls:C1868677,6
umls:C0031763,8
umls:C0265267,8
umls:C0237967,7
umls:C1302790,7
umls:C0162568,3
umls:C0005395,3
umls:C0162530,3
umls:C1274925,3
umls:C0860204,3
umls:C1275125,3
umls:C0272024,3
umls:C0010691,10
umls:C1848030,7
umls:C1868649,7
umls:C3698119,7
umls:C1857388,7
umls:C0268646,7
umls:C0018609,7
umls:C0497169,1
umls:C0041234,4
umls:C1396243,2
umls:C0007930,7
umls:C1857389,10
umls:C1708565,7
umls:C1563697,7
umls:C0003076,10
umls:C0009363,3
umls:C1833797,10
umls:C0431401,10
umls:C0155299,10
umls:C1835698,10
umls:C0040427,10
umls:C1271219,10
umls:C1858679,10
umls:C2931644,10
umls:C3714873,10
umls:C0497552,10
umls:C3805604,10
umls:C0344543,10
umls:C1833798,10
umls:C0161398,4
umls:C1862839,10
umls:C0206115,4
umls:C0034951,7
umls:C0154778,1
umls:C0271183,10
umls:C0344539,10
umls:C0700501,6
umls:C0235270,10
umls:C0020636,10
umls:C0042798,6
umls:C0314719,10
umls:C3495489,6
umls:C0013238,1
umls:C0265341,6
umls:C0155094,5
umls:C0152200,10
umls:C3495488,10
umls:C0013338,1
umls:C0266573,10
umls:C0003119,2
umls:C2981140,3
umls:C0950122,4
umls:C1850993,10
umls:C0154971,10
umls:C0563632,7
umls:C0001916,3
umls:C0022575,4
umls:C1112768,10
umls:C0036349,4
umls:C2315667,10
umls:C0004903,10
umls:C1557335,6
umls:C0546967,10
umls:C0086981,6
umls:C0206725,10
umls:C0339467,2
umls:C0266544,9
umls:C0268353,7
umls:C1845359,7
umls:C0178324,5
umls:C2936380,7
umls:C0857057,7
umls:C1096903,7
umls:C0342853,7
umls:C0008928,7
umls:C0243057,7
umls:C1834969,7
umls:C1861516,7
umls:C0029396,7
umls:C0153638,7
umls:C0206366,10
umls:C0206638,7
umls:C0040457,7
umls:C0686761,7
umls:C1865343,8
umls:C1260873,7
umls:C0334041,7
umls:C0206640,6
umls:C1861923,4
umls:C0238792,4
umls:C0279530,5
umls:C2699510,7
umls:C0016063,4
umls:C1704429,7
umls:C2931838,10
umls:C0473527,6
umls:C0020445,10
umls:C0745103,6
umls:C1844501,6
umls:C0242231,2
umls:C0007771,8
umls:C0011603,10
umls:C0028064,4
umls:C0020557,7
umls:C0034561,7
umls:C0752143,9
umls:C0020623,7
umls:C0007273,4
umls:C0024534,5
umls:C2613439,7
umls:C3165209,6
umls:C0398701,7
umls:C0677898,8
umls:C0795956,2
umls:C0231530,1
umls:C0024535,5
umls:C1535939,3
umls:C0577631,8
umls:C3642304,10
umls:C0038358,5
umls:C0023794,7
umls:C0153661,7
umls:C0017920,3
umls:C0302314,2
umls:C1519666,2
umls:C0597048,7
umls:C0409980,8
umls:C0206684,10
umls:C0039144,10
umls:C0282577,6
umls:C0010520,10
umls:C1658953,6
umls:C0008384,8
umls:C0034050,7
umls:C0268243,7
umls:C1266035,7
umls:C0948441,6
umls:C0276447,6
umls:C0007125,5
umls:C0155733,6
umls:C1998028,10
umls:C0023195,10
umls:C0085278,7
umls:C3694279,5
umls:C0154251,6
umls:C0020599,10
umls:C0004775,7
umls:C1449844,10
umls:C0085570,10
umls:C0751674,10
umls:C0027709,4
umls:C0151747,10
umls:C0740898,10
umls:C0020438,4
umls:C3469605,7
umls:C0220666,9
umls:C0149630,7
umls:C0014599,10
umls:C0242387,10
umls:C2931876,6
umls:C1835171,10
umls:C0085758,6
umls:C0232601,10
umls:C0033845,7
umls:C0019569,9
umls:C3542024,4
umls:C1404153,10
umls:C2930930,10
umls:C0522274,10
umls:C0410203,8
umls:C0393814,2
umls:C3495591,2
umls:C0011195,2
umls:C0030554,10
umls:C0034933,2
umls:C1861669,2
umls:C1843225,2
umls:C0205713,2
umls:C0751036,2
umls:C2932678,2
umls:C0041327,5
umls:C1848296,2
umls:C0393808,7
umls:C0270933,6
umls:C0795864,4
umls:C0596992,2
umls:C0019100,5
umls:C0039273,6
umls:C0019156,2
umls:C0016506,2
umls:C0795865,6
umls:C0028643,2
umls:C0494491,10
umls:C0270912,4
umls:C0393818,3
umls:C0728829,2
umls:C0271683,6
umls:C1834304,6
umls:C1856128,4
umls:C0013404,9
umls:C0027743,7
umls:C1290871,2
umls:C0235797,10
umls:C0152109,10
umls:C0262576,2
umls:C0392553,7
umls:C0151332,7
umls:C1510429,2
umls:C0333497,6
umls:C0270914,7
umls:C0221052,6
umls:C0751059,2
umls:C0271829,4
umls:C1863752,3
umls:C0581883,10
umls:C0266589,4
umls:C0521785,3
umls:C0013570,4
umls:C0042571,4
umls:C0033074,7
umls:C0339789,10
umls:C0262435,8
umls:C0010308,4
umls:C0342200,6
umls:C3826233,7
umls:C0018775,8
umls:C0158945,7
umls:C0011052,10
umls:C0751955,4
umls:C0026760,10
umls:C0040156,10
umls:C1563716,6
umls:C0302859,7
umls:C1852271,7
umls:C0038478,8
umls:C0009443,7
umls:C1865866,8
umls:C0302840,6
umls:C0546969,3
umls:C0013395,4
umls:C1368019,7
umls:C0010692,4
umls:C0025007,7
umls:C0035613,7
umls:C0151546,7
umls:C1333294,6
umls:C0013371,5
umls:C1833921,6
umls:C1275808,4
umls:C0006413,6
umls:C1859049,4
umls:C0161411,6
umls:C0009081,10
umls:C0161408,6
umls:C0024232,7
umls:C3203358,5
umls:C1334928,6
umls:C0085183,4
umls:C0020295,7
umls:C0042842,4
umls:C3805845,6
umls:C1392158,6
umls:C0266015,6
umls:C0206683,5
umls:C0345240,6
umls:C0268397,6
umls:C1847800,4
umls:C0025160,4
umls:C0235904,6
umls:C0334595,6
umls:C3661523,6
umls:C2931189,6
umls:C0221391,7
umls:C1318500,6
umls:C0025209,7
umls:C0345244,6
umls:C3501843,6
umls:C0878627,6
umls:C0018023,7
umls:C0014848,6
umls:C0345237,6
umls:C1705254,3
umls:C0280449,2
umls:C0271606,7
umls:C3146252,6
umls:C1266051,6
umls:C1336751,6
umls:C0403622,9
umls:C1848519,9
umls:C0268398,7
umls:C3812899,6
umls:C0205651,6
umls:C1334953,10
umls:C1096168,2
umls:C1335320,6
umls:C0037287,3
umls:C1511104,10
umls:C0206657,7
umls:C0677948,6
umls:C0796033,9
umls:C1619700,10
umls:C0349530,6
umls:C0749474,6
umls:C0020074,10
umls:C0278681,6
umls:C0271568,6
umls:C1858656,1
umls:C3714796,6
umls:C0271561,6
umls:C0302511,6
umls:C1740819,6
umls:C0518450,7
umls:C0033324,6
umls:C0235991,6
umls:C0080179,10
umls:C1849524,6
umls:C1837475,4
umls:C0346302,7
umls:C0010276,6
umls:C0595995,7
umls:C0282666,6
umls:C0279628,7
umls:C1257763,3
umls:C0234233,4
umls:C0745744,4
umls:C0242343,7
umls:C0005411,1
umls:C0677659,8
umls:C1384584,4
umls:C0409952,10
umls:C0014869,5
umls:C0022398,5
umls:C3489795,6
umls:C0023485,10
umls:C1292753,6
umls:C0006079,4
umls:C1527336,1
umls:C0085293,7
umls:C0034884,3
umls:C0006274,10
umls:C1955861,1
umls:C2936739,7
umls:C1522378,4
umls:C0027533,6
umls:C1332079,7
umls:C1968689,2
umls:C0039103,4
umls:C0020542,9
umls:C0024054,3
umls:C0333160,3
umls:C0008373,1
umls:C0004565,4
umls:C0003865,7
umls:C0206669,9
umls:C1333132,6
umls:C0034902,6
umls:C1333064,7
umls:C0035222,6
umls:C0205748,6
umls:C0340613,10
umls:C0004626,4
umls:C2921627,7
umls:C0006012,4
umls:C3146257,2
umls:C1512259,7
umls:C0019372,2
umls:C1266002,4
umls:C0349649,4
umls:C1135868,6
umls:C0042167,6
umls:C0917804,10
umls:C2697636,3
umls:C0010823,8
umls:C0872054,5
umls:C0020875,3
umls:C0085663,4
umls:C0242006,7
umls:C0040997,5
umls:C0205699,4
umls:C0276089,10
umls:C1997217,6
umls:C0599849,8
umls:C0278479,7
umls:C0269972,10
umls:C0153392,8
umls:C0333516,5
umls:C0877373,10
umls:C0042170,6
umls:C0006840,6
umls:C1518693,3
umls:C0027059,5
umls:C0178238,7
umls:C1527349,8
umls:C0006287,4
umls:C0042164,7
umls:C0858213,7
umls:C2931618,6
umls:C0151650,7
umls:C0238301,4
umls:C0558353,6
umls:C0155877,5
umls:C0034362,7
umls:C1301034,6
umls:C2931027,4
umls:C0745091,4
umls:C0039373,2
umls:C1848913,2
umls:C1848916,2
umls:C0036161,2
umls:C0268275,2
umls:C0268274,2
umls:C1848922,2
umls:C0017083,4
umls:C2718068,4
umls:C0085131,4
umls:C0086652,4
umls:C0023786,4
umls:C0796225,2
umls:C3495439,2
umls:C0001125,2
umls:C0086025,2
umls:C0265971,9
umls:C0853897,6
umls:C0206146,5
umls:C1852297,9
umls:C1852296,9
umls:C0085106,7
umls:C0264766,7
umls:C0206720,7
umls:C2936346,2
umls:C1135196,4
umls:C0018965,4
umls:C0021603,6
umls:C0525040,6
umls:C1842028,7
umls:C0178664,6
umls:C0403548,6
umls:C1853566,6
umls:C3812898,6
umls:C0027339,6
umls:C0472813,6
umls:C0001768,6
umls:C0241932,6
umls:C0009447,4
umls:C0086438,6
umls:C1844383,6
umls:C0796074,10
umls:C0023443,1
umls:C0013423,7
umls:C0034212,6
umls:C1264039,9
umls:C1264041,9
umls:C1264040,9
umls:C1282971,9
umls:C1282968,9
umls:C1282975,9
umls:C1282974,9
umls:C0034155,9
umls:C1280798,9
umls:C0005129,10
umls:C0003175,10
umls:C3641106,10
umls:C0036983,5
umls:C1861172,7
umls:C2717961,2
umls:C1268935,9
umls:C0019061,7
umls:C0272324,8
umls:C0333209,9
umls:C0272355,9
umls:C0311370,10
umls:C0302810,5
umls:C3494187,7
umls:C0857305,7
umls:C0155765,7
umls:C2584778,7
umls:C0343401,2
umls:C0598639,4
umls:C0267370,7
umls:C1868263,9
umls:C0472801,7
umls:C0272323,7
umls:C0085411,10
umls:C0024537,5
umls:C3273254,3
umls:C0155773,10
umls:C0272302,3
umls:C0333203,10
umls:C0017925,7
umls:C0852949,4
umls:C0272356,9
umls:C0154841,9
umls:C0032269,10
umls:C0019045,7
umls:C1719672,5
umls:C1565489,7
umls:C1273976,7
umls:C0005818,4
umls:C0398610,9
umls:C0010072,4
umls:C0398642,9
umls:C0272362,9
umls:C0271980,7
umls:C0333183,9
umls:C0015526,10
umls:C0278512,2
umls:C0085083,6
umls:C0017662,4
umls:C0016522,7
umls:C0398650,2
umls:C0270972,7
umls:C0015411,7
umls:C0005745,7
umls:C0031575,7
umls:C0392475,7
umls:C0013364,3
umls:C0027889,7
umls:C0920187,6
umls:C0035920,5
umls:C0259749,6
umls:C1511934,3
umls:C0406775,10
umls:C1832645,9
umls:C1832648,5
umls:C2752062,4
umls:C0020626,4
umls:C0020598,4
umls:C3715128,4
umls:C0270850,4
umls:C1809471,4
umls:C1832611,4
umls:C0022650,4
umls:C3163620,6
umls:C0342342,4
umls:C0392525,7
umls:C0543800,4
umls:C0149911,6
umls:C0345406,4
umls:C1833683,5
umls:C0085859,4
umls:C0391957,9
umls:C0282687,6
umls:C0342639,6
umls:C3494489,6
umls:C0019034,7
umls:C1865868,7
umls:C0006705,10
umls:C0022951,4
umls:C1833372,2
umls:C0234235,5
umls:C0042963,7
umls:C0023817,4
umls:C0017668,6
umls:C0020479,8
umls:C0020480,6
umls:C0020476,4
umls:C0020514,4
umls:C2047520,6
umls:C0007781,7
umls:C0340274,10
umls:C0017327,4
umls:C0032963,5
umls:C0023772,6
umls:C0032787,4
umls:C0032962,10
umls:C0948480,10
umls:C1261969,10
umls:C1274228,10
umls:C2712907,10
umls:C2931862,10
umls:C2936179,10
umls:C0920627,10
umls:C1720779,8
umls:C0565599,4
umls:C1849409,2
umls:C0342886,4
umls:C0268193,10
umls:C0342883,10
umls:C1855498,10
umls:C0342335,7
umls:C0542037,6
umls:C0020481,7
umls:C0239981,7
umls:C0278836,6
umls:C0598428,10
umls:C0431603,10
umls:C0151826,6
umls:C0268197,10
umls:C0342889,10
umls:C1332632,6
umls:C0751783,7
umls:C0149670,10
umls:C0014549,10
umls:C0494475,10
umls:C1832942,3
umls:C0796081,3
umls:C0023897,7
umls:C0236048,6
umls:C0677949,8
umls:C1333762,5
umls:C1402315,6
umls:C0345905,8
umls:C0347266,7
umls:C1335475,8
umls:C0349534,6
umls:C0206699,2
umls:C0205695,10
umls:C0151463,10
umls:C0206696,4
umls:C0751887,8
umls:C0023643,7
umls:C0026936,1
umls:C0034887,6
umls:C3146251,10
umls:C0677950,10
umls:C0158570,2
umls:C0279637,6
umls:C0014122,7
umls:C1302645,7
umls:C0029445,1
umls:C0080178,7
umls:C0015814,4
umls:C3502510,10
umls:C0023479,7
umls:C1398312,10
umls:C2825306,7
umls:C0342276,10
umls:C0866588,7
umls:C0235813,10
umls:C0008525,2
umls:C0031941,2
umls:C0018133,10
umls:C0334529,6
umls:C0524662,4
umls:C0339525,7
umls:C0035258,4
umls:C0265354,2
umls:C1837461,2
umls:C0162809,2
umls:C0342384,2
umls:C3552553,2
umls:C2675302,2
umls:C1306710,7
umls:C0015469,4
umls:C0012236,7
umls:C0008297,2
umls:C2936502,2
umls:C1399354,7
umls:C0546952,2
umls:C0003126,4
umls:C0265240,2
umls:C0575157,7
umls:C0271441,6
umls:C0338503,4
umls:C1801959,7
umls:C0018816,7
umls:C0221224,2
umls:C0685787,7
umls:C2827407,7
umls:C3495417,7
umls:C0029882,5
umls:C1868595,7
umls:C1854182,7
umls:C0022976,7
umls:C0236733,7
umls:C0033941,7
umls:C1533217,2
umls:C3489791,7
umls:C0038522,5
umls:C0236688,7
umls:C1850100,7
umls:C2982732,6
umls:C0022387,6
umls:C0035828,4
umls:C1865019,6
umls:C1837014,6
umls:C0018781,6
umls:C0025568,6
umls:C0001075,6
umls:C0015930,4
umls:C0152020,8
umls:C2348199,7
umls:C0344432,6
umls:C0206743,7
umls:C0017155,3
umls:C2931688,7
umls:C0155550,8
umls:C0265234,10
umls:C1833691,10
umls:C1865143,10
umls:C0018777,10
umls:C0431406,10
umls:C0456891,10
umls:C0016842,10
umls:C2830004,10
umls:C0013144,10
umls:C0994516,8
umls:C0013261,8
umls:C0023521,7
umls:C0751273,10
umls:C0268252,3
umls:C0878677,4
umls:C0043202,10
umls:C2931230,4
umls:C0033141,10
umls:C0751383,4
umls:C0032915,10
umls:C0311338,2
umls:C0340279,6
umls:C1832931,4
umls:C0086209,4
umls:C2677794,4
umls:C0694539,7
umls:C1386553,7
umls:C0162770,1
umls:C0264716,7
umls:C0235242,4
umls:C2930902,4
umls:C0273115,7
umls:C0242706,6
umls:C3553728,9
umls:C0023241,7
umls:C0027583,6
umls:C0585274,6
umls:C0031046,10
umls:C0002873,6
umls:C3495801,8
umls:C0042165,3
umls:C1512326,3
umls:C0002382,2
umls:C0024116,5
umls:C0206114,2
umls:C0004030,7
umls:C1456624,4
umls:C0031094,2
umls:C0026780,6
umls:C0026857,7
umls:C0031106,5
umls:C0032964,10
umls:C0026691,5
umls:C0001416,6
umls:C1096155,2
umls:C0751965,3
umls:C0026272,6
umls:C0030201,3
umls:C0740651,3
umls:C0206019,6
umls:C0037284,7
umls:C0162359,3
umls:C0030807,6
umls:C0343378,7
umls:C0276653,2
umls:C0276548,7
umls:C0856825,2
umls:C0032308,1
umls:C0043352,7
umls:C1321422,7
umls:C0242770,3
umls:C1838280,10
umls:C0022410,10
umls:C0041834,4
umls:C1456873,7
umls:C0002312,7
umls:C0272002,10
umls:C0751214,7
umls:C0432281,10
umls:C0263680,6
umls:C1265679,7
umls:C0020305,10
umls:C0007302,7
umls:C0472761,10
umls:C0029172,5
umls:C0014553,10
umls:C0034186,1
umls:C0022350,2
umls:C3658338,7
umls:C0013182,5
umls:C0008372,2
umls:C0005396,4
umls:C0013221,3
umls:C0877382,6
umls:C0023474,4
umls:C0019193,4
umls:C0268307,6
umls:C0268318,5
umls:C0014547,2
umls:C0153467,2
umls:C0036117,7
umls:C0149958,6
umls:C1443924,6
umls:C0031048,6
umls:C0948168,10
umls:C0400979,9
umls:C0280220,10
umls:C0014548,4
umls:C0022354,4
umls:C0005398,10
umls:C0751490,10
umls:C1849320,10
umls:C1849322,10
umls:C1849321,10
umls:C0751491,10
umls:C0431663,4
umls:C0023600,4
umls:C0431664,7
umls:C0520459,10
umls:C0342783,8
umls:C2243088,10
umls:C0267112,10
umls:C1834570,4
umls:C0752203,2
umls:C0265219,8
umls:C0752207,7
umls:C0175693,10
umls:C1868682,2
umls:C1997740,8
umls:C0393584,4
umls:C0268164,10
umls:C0020501,10
umls:C0020500,7
umls:C0476227,10
umls:C0080233,4
umls:C0687120,7
umls:C1332860,10
umls:C1135191,7
umls:C0002875,7
umls:C0403592,4
umls:C0333291,8
umls:C0205898,10
umls:C0020071,7
umls:C0154723,10
umls:C2931132,4
umls:C0751483,10
umls:C1860224,6
umls:C0268165,10
umls:C1850808,6
umls:C1850889,6
umls:C1847532,6
umls:C0751336,2
umls:C1561535,6
umls:C0221054,2
umls:C1869123,6
umls:C1838254,6
umls:C1853698,6
umls:C0220704,4
umls:C1857586,10
umls:C1833692,10
umls:C0338591,10
umls:C0265493,7
umls:C1866994,4
umls:C0042454,10
umls:C0013069,8
umls:C0239234,10
umls:C0280141,7
umls:C1836929,10
umls:C0345065,10
umls:C0344490,10
umls:C0265291,10
umls:C1266175,7
umls:C0235833,4
umls:C0341858,6
umls:C2931072,4
umls:C3151189,6
umls:C0013447,10
umls:C0002878,7
umls:C0398564,7
umls:C0268583,7
umls:C0796137,6
umls:C0300948,3
umls:C2675369,10
umls:C1378511,7
umls:C0746402,7
umls:C0086795,7
umls:C1385263,10
umls:C1861922,6
umls:C0031900,6
umls:C0265998,6
umls:C1842462,6
umls:C2749215,6
umls:C0206637,4
umls:C0158266,1
umls:C2748895,7
umls:C0206661,4
umls:C1332995,4
umls:C0432361,4
umls:C0267048,4
umls:C0011119,7
umls:C0206715,4
umls:C0023348,10
umls:C0027697,7
umls:C1562908,6
umls:C0432239,4
umls:C0266295,10
umls:C2936694,7
umls:C1848954,8
umls:C0743332,7
umls:C2930898,3
umls:C0040485,7
umls:C0037763,4
umls:C0005747,3
umls:C1969807,8
umls:C0949445,4
umls:C0752206,8
umls:C0264588,8
umls:C0752205,8
umls:C0752208,8
umls:C1868681,7
umls:C0392549,8
umls:C1414216,2
umls:C0221480,7
umls:C0025183,8
umls:C0015371,7
umls:C0221170,9
umls:C1334804,8
umls:C3710741,8
umls:C1567742,1
umls:C0086533,1
umls:C0027706,1
umls:C1442903,1
umls:C0015398,10
umls:C0403440,9
umls:C0241908,9
umls:C1305904,9
umls:C3812396,7
umls:C1567744,2
umls:C0344262,1
umls:C2931857,7
umls:C0239119,1
umls:C0038604,10
umls:C2609059,1
umls:C1833373,7
umls:C0025294,4
umls:C0410198,7
umls:C1260922,7
umls:C0206762,7
umls:C0740404,7
umls:C2363939,7
umls:C0003492,8
umls:C0265246,7
umls:C0040583,4
umls:C0014116,7
umls:C0035344,7
umls:C0175697,10
umls:C0265259,10
umls:C1837213,10
umls:C0020608,4
umls:C0810364,10
umls:C0399352,4
umls:C1861538,10
umls:C1837217,10
umls:C0341059,10
umls:C1456687,10
umls:C1861537,10
umls:C1704231,7
umls:C0220654,4
umls:C0344975,10
umls:C0376524,10
umls:C0035238,10
umls:C0079924,6
umls:C0037299,7
umls:C0027794,4
umls:C0206655,4
umls:C0004106,4
umls:C0339682,4
umls:C0334113,4
umls:C0152276,7
umls:C1292772,7
umls:C0206142,4
umls:C0262493,10
umls:C1290854,8
umls:C3828464,8
umls:C0346202,8
umls:C0205769,10
umls:C0259783,7
umls:C1708550,7
umls:C0268146,4
umls:C0017922,7
umls:C0271708,10
umls:C0017927,3
umls:C0038433,3
umls:C0268147,3
umls:C1291390,3
umls:C0153452,7
umls:C1955741,3
umls:C0085132,3
umls:C0742468,10
umls:C0020725,2
umls:C0795821,10
umls:C0263634,10
umls:C1300818,10
umls:C0030849,6
umls:C0023904,6
umls:C1968782,6
umls:C0009442,6
umls:C0858970,8
umls:C1512419,7
umls:C0851140,4
umls:C0013403,7
umls:C0596321,2
umls:C0206739,6
umls:C0022572,6
umls:C0027497,7
umls:C0334274,7
umls:C0334454,10
umls:C3714524,7
umls:C1857276,2
umls:C0279543,2
umls:C0853105,6
umls:C0002690,6
umls:C1136084,2
umls:C3669246,7
umls:C0153601,3
umls:C0349459,10
umls:C0345907,2
umls:C2931658,6
umls:C1527390,7
umls:C0334328,6
umls:C1332899,2
umls:C0349458,7
umls:C0206736,10
umls:C0042548,6
umls:C1854520,6
umls:C1834478,6
umls:C0398641,6
umls:C0403445,6
umls:C0340978,6
umls:C1863659,6
umls:C2931716,6
umls:C0020544,6
umls:C0078911,6
umls:C0154094,6
umls:C0151699,7
umls:C0042075,6
umls:C1709661,6
umls:C0264657,6
umls:C1861512,6
umls:C0039128,6
umls:C1861185,2
umls:C0037054,7
umls:C0019340,5
umls:C0014522,6
umls:C1318020,10
umls:C0403434,6
umls:C3536572,7
umls:C0848765,6
umls:C0277792,10
umls:C0027719,10
umls:C0006845,4
umls:C0152451,4
umls:C0751751,3
umls:C0393615,3
umls:C2349952,8
umls:C1852406,2
umls:C2936791,2
umls:C0795998,2
umls:C1865070,2
umls:C3281247,2
umls:C1510455,7
umls:C2350233,7
umls:C2931888,2
umls:C1450010,7
umls:C0003090,2
umls:C0006435,7
umls:C0220744,2
umls:C0039075,1
umls:C0846967,7
umls:C0013990,8
umls:C0206644,7
umls:C0015300,6
umls:C0266184,7
umls:C0235942,10
umls:C1860042,2
umls:C0007135,10
umls:C0269102,7
umls:C0278802,7
umls:C1848587,10
umls:C0265886,7
umls:C0406709,7
umls:C1334177,10
umls:C0027086,6
umls:C1833340,10
umls:C0085159,7
umls:C3150773,8
umls:C0265857,10
umls:C0750929,6
umls:C0814161,3
umls:C0079748,7
umls:C0432124,7
umls:C1517658,7
umls:C0265610,10
umls:C1562113,6
umls:C0332877,8
umls:C0685707,7
umls:C0151846,7
umls:C0279746,7
umls:C0220754,9
umls:C0026755,9
umls:C0268581,9
umls:C0268680,9
umls:C3495427,3
umls:C0342793,4
umls:C1636149,4
umls:C0002066,8
umls:C0028817,8
umls:C0409224,8
umls:C0268493,8
umls:C1299884,6
umls:C1838244,10
umls:C2936332,10
umls:C0011876,6
umls:C0152101,6
umls:C1861366,6
umls:C0018522,6
umls:C3275750,6
umls:C2749477,6
umls:C0010051,6
umls:C2931244,6
umls:C0242350,6
umls:C0242488,4
umls:C0349566,7
umls:C0006023,10
umls:C0878773,7
umls:C0266642,7
umls:C0039584,6
umls:C2697452,6
umls:C0206703,1
umls:C0392005,6
umls:C0238261,3
