diseaseId,cluster
umls:C1531773,7
umls:C0085786,5
umls:C0265783,6
umls:C0265633,10
umls:C1290344,2
umls:C0278828,8
umls:C0795803,10
umls:C0162836,8
umls:C1271404,7
umls:C0266153,4
umls:C0085625,7
umls:C1710501,2
umls:C1846632,4
umls:C3661524,6
umls:C0023860,5
umls:C1843808,3
umls:C2677491,3
umls:C0014117,2
umls:C2987143,3
umls:C1838612,7
umls:C0036216,6
umls:C1852438,6
umls:C3150899,10
umls:C3809665,10
umls:C0079757,9
umls:C1857574,6
umls:C0344529,6
umls:C2748502,6
umls:C1868672,10
umls:C0268732,6
umls:C0403398,6
umls:C0403399,10
umls:C1837501,10
umls:C2677180,4
umls:C0349231,4
umls:C2239351,7
umls:C1865614,10
umls:C1837317,7
umls:C3554649,7
umls:C3151065,7
umls:C3808377,7
umls:C0302254,7
umls:C0241826,4
umls:C0344522,7
umls:C0014070,4
umls:C1969106,6
umls:C3179239,6
umls:C0029443,6
umls:C1861678,10
umls:C2749485,10
umls:C0041848,6
umls:C0003886,2
umls:C0751576,9
umls:C1837552,4
umls:C3150414,4
umls:C1837229,4
umls:C1834673,4
umls:C1838263,4
umls:C1864869,3
umls:C3151001,3
umls:C1272174,3
umls:C1411966,6
umls:C0035333,10
umls:C0156259,4
umls:C3825718,3
umls:C1854467,6
umls:C2677109,6
umls:C0029191,6
umls:C0023351,6
umls:C0745287,6
umls:C0013884,7
umls:C2937365,10
umls:C1096584,8
umls:C0028242,6
umls:C0007361,7
umls:C0277525,6
umls:C0343460,6
umls:C2314882,10
umls:C0007947,3
umls:C1998083,6
umls:C0036916,10
umls:C0085166,7
umls:C1858915,4
umls:C1561546,7
umls:C2919166,3
umls:C0948908,10
umls:C1865974,4
umls:C1858763,10
umls:C1863599,10
umls:C1861065,10
umls:C1837342,10
umls:C2673677,10
umls:C0410204,10
umls:C1450052,10
umls:C0154143,7
umls:C0015468,10
umls:C0340429,10
umls:C1837091,6
umls:C0752087,8
umls:C0751339,9
umls:C1837122,7
umls:C0751885,7
umls:C2931107,7
umls:C0393934,10
umls:C1838163,3
umls:C1832529,3
umls:C0006105,3
umls:C0752156,7
umls:C1302772,8
umls:C0398635,3
umls:C0265333,4
umls:C1336548,7
umls:C0748159,10
umls:C1832243,6
umls:C1861864,6
umls:C2676271,6
umls:C0018805,6
umls:C2750995,6
umls:C1383860,6
umls:C1841658,6
umls:C1846862,10
umls:C1562585,6
umls:C0277553,10
umls:C1845151,10
umls:C1865020,3
umls:C3150943,3
umls:C0034091,7
umls:C1300585,8
umls:C1168328,7
umls:C0585955,8
umls:C0796563,3
umls:C0521683,10
umls:C0795878,6
umls:C0155017,6
umls:C1301511,8
umls:C1334407,7
umls:C0431111,3
umls:C0730294,8
umls:C1856251,10
umls:C3661525,10
umls:C0023885,6
umls:C2931299,7
umls:C0030499,7
umls:C0747256,7
umls:C1846006,8
umls:C1861862,6
umls:C3715165,6
umls:C2751427,6
umls:C3665332,6
umls:C1844376,10
umls:C1970859,10
umls:C0025289,7
umls:C0272220,7
umls:C0948343,6
umls:C0742596,7
umls:C1857744,4
umls:C2732267,7
umls:C1846574,10
umls:C0342907,6
umls:C1969115,6
umls:C0242216,7
umls:C0342880,6
umls:C0272048,7
umls:C1866095,4
umls:C1848488,4
umls:C1864746,4
umls:C1861481,4
umls:C3281128,4
umls:C1842778,4
umls:C3280777,4
umls:C3280781,4
umls:C3809858,4
umls:C0041207,6
umls:C1389018,7
umls:C1389016,6
umls:C0344622,7
umls:C0279607,4
umls:C1857780,3
umls:C1857779,3
umls:C1857821,3
umls:C1970161,3
umls:C2673874,3
umls:C0403553,3
umls:C0275814,10
umls:C1847089,7
umls:C0871099,7
umls:C0342870,10
umls:C0685838,10
umls:C0342510,10
umls:C3280428,10
umls:C0585006,7
umls:C1285291,7
umls:C1533628,10
umls:C1832378,3
umls:C1838701,7
umls:C1832475,7
umls:C1848638,7
umls:C0206586,10
umls:C1857768,2
umls:C0240063,8
umls:C0266551,8
umls:C1863727,2
umls:C2684859,5
umls:C1868685,5
umls:C0272199,10
umls:C3824874,2
umls:C2931071,7
umls:C1332942,2
umls:C0275703,10
umls:C1275685,4
umls:C1332979,7
umls:C1167709,2
umls:C0343752,10
umls:C3825816,2
umls:C0522624,7
umls:C0751878,2
umls:C0036939,7
umls:C0206178,5
umls:C0014236,5
umls:C1328550,7
umls:C1720775,7
umls:C0013589,7
umls:C0433992,7
umls:C1876182,3
umls:C3151107,3
umls:C0521691,3
umls:C0265964,10
umls:C0266004,10
umls:C1835672,10
umls:C2675750,10
umls:C0265336,10
umls:C1865234,10
umls:C0007642,10
umls:C3665333,8
umls:C0042594,10
umls:C0026884,10
umls:C0395973,10
umls:C0452138,8
umls:C2931923,10
umls:C0025221,10
umls:C0395976,7
umls:C0238286,2
umls:C0473577,7
umls:C1961835,7
umls:C0544795,8
umls:C2750079,7
umls:C0005754,8
umls:C2751088,6
umls:C3150730,7
umls:C0002881,3
umls:C1853205,2
umls:C1387532,10
umls:C0263678,10
umls:C0035436,7
umls:C0393626,4
umls:C0022353,6
umls:C0041912,5
umls:C1096154,8
umls:C3665655,10
umls:C0030409,7
umls:C0002882,10
umls:C1622345,4
umls:C0030524,7
umls:C0936273,4
umls:C0206246,6
umls:C1719316,4
umls:C0155127,4
umls:C1690006,4
umls:C0206247,6
umls:C2751492,10
umls:C1853833,10
umls:C1832567,6
umls:C2678485,6
umls:C0241005,6
umls:C3495498,6
umls:C3280443,6
umls:C2931337,6
umls:C1832560,6
umls:C0233480,6
umls:C0795806,6
umls:C1969621,7
umls:C2750467,4
umls:C2750466,4
umls:C3279791,4
umls:C3279790,4
umls:C2675212,7
umls:C1969038,7
umls:C0013902,7
umls:C1862190,7
umls:C1969039,7
umls:C1862191,7
umls:C1862326,7
umls:C1832168,7
umls:C1262483,4
umls:C1861453,7
umls:C1306589,6
umls:C0268435,7
umls:C1970456,8
umls:C3711368,8
umls:C0521648,8
umls:C0852283,8
umls:C3161105,8
umls:C0746105,8
umls:C3179539,8
umls:C1832550,4
umls:C0238378,4
umls:C3161106,8
umls:C2931829,10
umls:C1970291,4
umls:C1837728,10
umls:C1866777,10
umls:C1854058,10
umls:C1864041,4
umls:C0752160,4
umls:C1854158,4
umls:C1836439,8
umls:C1849096,8
umls:C1843851,8
umls:C1838867,4
umls:C0234665,3
umls:C1970005,2
umls:C0036069,7
umls:C0036996,7
umls:C0265275,3
umls:C1858672,4
umls:C2748541,6
umls:C3809311,6
umls:C0751122,4
umls:C1847720,10
umls:C1969081,10
umls:C1832600,10
umls:C0232347,10
umls:C1832187,7
umls:C1863655,7
umls:C0795841,6
umls:C1834460,6
umls:C1832244,6
umls:C1836155,6
umls:C1853863,6
umls:C1832828,4
umls:C0018776,4
umls:C1833236,10
umls:C1849813,10
umls:C2239101,4
umls:C2936458,10
umls:C0340420,10
umls:C0559106,3
umls:C0743125,6
umls:C0344917,10
umls:C3825246,10
umls:C0340354,7
umls:C0151236,10
umls:C1969057,6
umls:C1969056,6
umls:C0334230,10
umls:C0948249,7
umls:C1863925,8
umls:C1837618,8
umls:C0010314,10
umls:C1865270,3
umls:C2748440,3
umls:C0002063,4
umls:C1837713,10
umls:C0017160,2
umls:C0302809,5
umls:C3825568,6
umls:C0267446,2
umls:C2678473,10
umls:C0153637,7
umls:C0034012,10
umls:C3554225,7
umls:C1449647,10
umls:C3826128,4
umls:C0342543,2
umls:C0002438,6
umls:C3281125,10
umls:C0025472,1
umls:C3277671,1
umls:C0002896,7
umls:C0038002,6
umls:C0009812,1
umls:C1318533,1
umls:C1292754,1
umls:C0027013,7
umls:C1328061,7
umls:C1516553,7
umls:C1264195,7
umls:C1282609,10
umls:C0241868,7
umls:C1334665,7
umls:C0340987,7
umls:C0001546,4
umls:C1334968,7
umls:C0279549,2
umls:C0431693,9
umls:C2677773,9
umls:C0024473,9
umls:C0266383,10
umls:C1567426,8
umls:C1838670,6
umls:C0043379,8
umls:C0280028,10
umls:C0152095,8
umls:C0027828,7
umls:C1301145,7
umls:C2825139,5
umls:C1142272,10
umls:C1531551,8
umls:C0278787,10
umls:C0279641,8
umls:C1861848,8
umls:C0242184,4
umls:C0007279,8
umls:C1533592,8
umls:C0334419,8
umls:C0342777,8
umls:C0279821,8
umls:C1855008,10
umls:C0235222,7
umls:C0004606,10
umls:C0020546,7
umls:C1708350,7
umls:C0349535,8
umls:C3554516,8
umls:C1708353,8
umls:C1868633,8
umls:C0343467,7
umls:C0280216,7
umls:C0334416,8
umls:C1861195,4
umls:C0007274,4
umls:C0398648,4
umls:C0035326,4
umls:C0021308,4
umls:C0007772,7
umls:C0020732,4
umls:C0011057,10
umls:C0750151,4
umls:C1956391,5
umls:C0752351,6
umls:C0752140,7
umls:C0155305,6
umls:C0035302,10
umls:C0014591,7
umls:C0948201,6
umls:C0264683,10
umls:C0242584,4
umls:C0265808,6
umls:C0398356,4
umls:C0750145,8
umls:C0751711,7
umls:C1335929,9
umls:C0205834,6
umls:C1853554,8
umls:C1510497,4
umls:C0334237,8
umls:C0338455,7
umls:C0040021,4
umls:C0746730,9
umls:C1327915,3
umls:C1561921,2
umls:C0221028,9
umls:C0017924,5
umls:C0270984,7
umls:C1328348,7
umls:C0037231,6
umls:C0023882,10
umls:C1855627,6
umls:C1283723,10
umls:C0040558,6
umls:C3714233,8
umls:C0522070,8
umls:C0013386,7
umls:C2673535,2
umls:C0474368,6
umls:C0752202,6
umls:C0344307,7
umls:C1263855,7
umls:C0596240,7
umls:C1869117,2
umls:C1504405,2
umls:C0234252,10
umls:C2717866,2
umls:C2242577,10
umls:C0520947,10
umls:C1970431,4
umls:C1857800,7
umls:C0021846,7
umls:C0555278,6
umls:C0871189,7
umls:C2750451,7
umls:C1865018,6
umls:C3151431,6
umls:C0237314,6
umls:C0015499,7
umls:C0338575,4
umls:C1414509,7
umls:C0000832,10
umls:C0034040,4
umls:C0037198,10
umls:C0752155,7
umls:C0032045,5
umls:C0238096,7
umls:C0013922,9
umls:C0022865,7
umls:C0265706,3
umls:C0032807,7
umls:C0018991,6
umls:C1735901,7
umls:C1566590,6
umls:C0261806,7
umls:C0032797,7
umls:C1175175,5
umls:C0021295,5
umls:C0600503,7
umls:C0020640,9
umls:C0079027,7
umls:C0282492,7
umls:C0032343,7
umls:C0752138,7
umls:C0032788,7
umls:C0014849,6
umls:C2717899,10
umls:C0042850,10
umls:C0161530,7
umls:C0031542,7
umls:C0014836,7
umls:C0338586,10
umls:C0277919,10
umls:C0023220,7
umls:C2585317,7
umls:C1299567,6
umls:C0085650,6
umls:C0587044,4
umls:C0007688,7
umls:C0856892,7
umls:C0749087,7
umls:C0745497,7
umls:C1856883,7
umls:C0854142,6
umls:C0521533,7
umls:C0340293,3
umls:C0034341,4
umls:C0549289,7
umls:C2930802,7
umls:C0589110,7
umls:C0339499,7
umls:C0917805,10
umls:C0235522,7
umls:C2585350,10
umls:C2585684,6
umls:C1863370,3
umls:C1867146,3
umls:C0265308,2
umls:C0153398,1
umls:C0410005,8
umls:C1305420,7
umls:C0151740,2
umls:C0949595,4
umls:C0700502,7
umls:C0279665,10
umls:C0086367,10
umls:C0853662,6
umls:C0018050,10
umls:C1960447,9
umls:C0431637,4
umls:C0849777,3
umls:C2585739,10
umls:C0031256,3
umls:C0272340,10
umls:C0220992,7
umls:C0018129,7
umls:C0221065,7
umls:C0403529,4
umls:C0027814,7
umls:C1863767,7
umls:C0376154,7
umls:C0162538,10
umls:C0694562,6
umls:C0263009,1
umls:C1095979,10
umls:C0262586,5
umls:C0020455,6
umls:C1704216,10
umls:C0853602,7
umls:C0025309,9
umls:C1141926,6
umls:C0263313,10
umls:C1846008,10
umls:C0268080,1
umls:C2720163,7
umls:C2717836,10
umls:C0270709,6
umls:C0431108,6
umls:C0730321,7
umls:C1304147,10
umls:C0221033,10
umls:C0749098,7
umls:C0273058,7
umls:C0037367,7
umls:C0042880,7
umls:C0272320,7
umls:C0015519,4
umls:C1096116,7
umls:C0263675,7
umls:C0810006,7
umls:C1968740,7
umls:C1968739,7
umls:C1968741,7
umls:C1852429,3
umls:C1849236,7
umls:C0266537,10
umls:C0432230,10
umls:C1845118,6
umls:C0152441,6
umls:C0410536,6
umls:C0240635,6
umls:C3809250,7
umls:C0549306,6
umls:C1970109,8
umls:C3665704,10
umls:C1836681,10
umls:C1832884,2
umls:C0752124,10
umls:C0270862,2
umls:C0009421,4
umls:C1832903,2
umls:C0338488,7
umls:C0270860,2
umls:C2349453,2
umls:C1865322,7
umls:C0271386,10
umls:C0151857,10
umls:C1836395,10
umls:C0302539,2
umls:C0028968,3
umls:C0278110,10
umls:C1735856,2
umls:C0019270,7
umls:C0751360,9
umls:C1959600,9
umls:C0270959,9
umls:C1305409,6
umls:C0677779,6
umls:C0342770,7
umls:C2936826,7
umls:C1336840,7
umls:C0432562,7
umls:C0221292,6
umls:C0346172,7
umls:C2673196,6
umls:C0036489,6
umls:C1412481,6
umls:C1864205,6
umls:C1863051,6
umls:C2936350,6
umls:C0025427,6
umls:C0553757,10
umls:C0751895,9
umls:C0009676,8
umls:C0085631,4
umls:C0033893,6
umls:C0586323,8
umls:C0019342,6
umls:C0276226,7
umls:C0752308,4
umls:C0004161,8
umls:C0036659,4
umls:C0019345,8
umls:C0271051,7
umls:C0038366,6
umls:C0854193,6
umls:C0948163,5
umls:C1285261,4
umls:C0546127,7
umls:C0006109,7
umls:C0040262,6
umls:C0162550,7
umls:C0752332,6
umls:C0038019,8
umls:C0023176,7
umls:C0027441,8
umls:C0010356,4
umls:C0085257,8
umls:C0042847,10
umls:C0518455,8
umls:C0037304,6
umls:C0001940,2
umls:C0242670,8
umls:C0036980,9
umls:C0876926,8
umls:C0162526,5
umls:C0475072,8
umls:C0041657,7
umls:C0026644,8
umls:C0037942,10
umls:C0751863,10
umls:C0011992,6
umls:C0014557,6
umls:C0206613,8
umls:C0030975,4
umls:C0007020,8
umls:C0020524,6
umls:C3532942,6
umls:C0338657,7
umls:C0009460,4
umls:C0236656,8
umls:C0333559,7
umls:C1863535,8
umls:C1656427,6
umls:C0002623,10
umls:C0520574,10
umls:C3494652,10
umls:C0155210,8
umls:C3494623,2
umls:C0149645,8
umls:C0019357,4
umls:C1565249,8
umls:C1837173,6
umls:C0233763,7
umls:C0003113,10
umls:C1719777,10
umls:C0282350,7
umls:C0344882,2
umls:C1260405,2
umls:C0444720,6
umls:C1838022,6
umls:C1279420,3
umls:C2711029,6
umls:C0270791,8
umls:C0751007,8
umls:C0086181,2
umls:C0152424,3
umls:C0340291,10
umls:C0086133,7
umls:C1388177,2
umls:C0700613,10
umls:C3274516,10
umls:C0020903,10
umls:C0581386,10
umls:C3149462,7
umls:C0268312,7
umls:C0085923,6
umls:C0546983,6
umls:C0393561,7
umls:C0860628,10
umls:C3494360,2
umls:C2921138,2
umls:C0700361,2
umls:C0233477,7
umls:C1855553,2
umls:C0278076,7
umls:C2219848,6
umls:C0023212,4
umls:C0425258,6
umls:C0338585,6
umls:C0237123,4
umls:C1274323,10
umls:C0588008,7
umls:C0268734,6
umls:C2362914,7
umls:C0026961,1
umls:C1306889,7
umls:C0036358,6
umls:C0679401,7
umls:C0085280,4
umls:C0596270,6
umls:C0860209,6
umls:C0268392,10
umls:C0302164,10
umls:C0878486,7
umls:C1864952,3
umls:C0342278,3
umls:C0271690,3
umls:C0033953,4
umls:C1848862,6
umls:C2678312,6
umls:C1963745,8
umls:C0266313,5
umls:C0010200,5
umls:C0032310,5
umls:C2675470,5
umls:C0005138,5
umls:C2676832,5
umls:C0314657,5
umls:C1862874,5
umls:C0600519,1
umls:C0006272,7
umls:C0553980,5
umls:C0008767,5
umls:C0042420,7
umls:C0002994,7
umls:C0020651,2
umls:C2697310,5
umls:C3495566,5
umls:C0451718,5
umls:C0035067,7
umls:C0043049,4
umls:C0004604,9
umls:C0014867,7
umls:C0007775,7
umls:C0034734,7
umls:C0086769,7
umls:C0016052,7
umls:C2675929,10
umls:C0030922,4
umls:C0034931,6
umls:C0677614,7
umls:C0037316,7
umls:C0025048,7
umls:C0282507,4
umls:C0206172,10
umls:C0242707,9
umls:C0872084,7
umls:C0078888,7
umls:C0040961,7
umls:C0003129,7
umls:C2004491,4
umls:C3160733,7
umls:C0751813,7
umls:C0009940,7
umls:C0037384,7
umls:C0019212,8
umls:C0034628,7
umls:C0948347,4
umls:C0011616,4
umls:C0340100,10
umls:C0741949,7
umls:C0020540,4
umls:C0850149,1
umls:C0221765,7
umls:C2349195,7
umls:C0340552,7
umls:C0857172,7
umls:C0221232,1
umls:C0010201,2
umls:C0282667,5
umls:C3272265,4
umls:C0001883,9
umls:C0238284,10
umls:C0809983,2
umls:C0238705,6
umls:C0344783,6
umls:C0520575,7
umls:C0003460,7
umls:C0001818,8
umls:C0029942,7
umls:C0004059,3
umls:C0266294,8
umls:C0039235,8
umls:C0002020,7
umls:C0262395,7
umls:C0206061,4
umls:C0268790,6
umls:C0406317,10
umls:C0152128,10
umls:C1135194,7
umls:C3161650,6
umls:C0344911,4
umls:C0458219,6
umls:C1579029,7
umls:C1960870,7
umls:C0017086,6
umls:C2350873,3
umls:C2919414,7
umls:C3640053,7
umls:C0007192,4
umls:C2062905,7
umls:C0865800,6
umls:C0268560,8
umls:C0554985,8
umls:C0016751,9
umls:C0162819,7
umls:C0009938,5
umls:C3203356,4
umls:C0021296,7
umls:C0392106,7
umls:C1867596,10
umls:C0584984,8
umls:C3241945,8
umls:C0265099,10
umls:C0019151,5
umls:C1412000,7
umls:C0026505,7
umls:C0259744,7
umls:C2314994,4
umls:C0683381,4
umls:C0574002,6
umls:C1559093,10
umls:C0524582,10
umls:C0342727,10
umls:C3696376,6
umls:C1838877,7
umls:C2986691,6
umls:C1849193,8
umls:C0424790,8
umls:C0031212,4
umls:C1970757,3
umls:C0020620,7
umls:C0338507,2
umls:C0338483,7
umls:C0339278,4
umls:C1562894,4
umls:C1837974,4
umls:C1641846,4
umls:C0521723,4
umls:C0018179,4
umls:C0010035,10
umls:C0010038,4
umls:C0339273,4
umls:C0162281,4
umls:C0038457,4
umls:C2939149,4
umls:C0024776,10
umls:C0344505,3
umls:C2673630,10
umls:C3276096,10
umls:C3280785,10
umls:C0685889,10
umls:C3280795,10
umls:C0040761,10
umls:C0242855,10
umls:C2717907,10
umls:C3665605,2
umls:C0085614,8
umls:C1867403,3
umls:C0346188,8
umls:C1865926,2
umls:C1853995,2
umls:C0752210,2
umls:C3714094,2
umls:C0863106,4
umls:C0347950,6
umls:C1842534,10
umls:C3697355,2
umls:C0234251,7
umls:C1855369,10
umls:C3539013,10
umls:C0011226,6
umls:C0406811,7
umls:C2930995,6
umls:C0751093,10
umls:C0030848,1
umls:C0041972,7
umls:C0399379,1
umls:C0399380,10
umls:C0043020,1
umls:C0030804,1
umls:C0032273,6
umls:C0013312,1
umls:C0079293,1
umls:C0013743,1
umls:C0027531,7
umls:C0085119,10
umls:C0039981,5
umls:C0030794,7
umls:C1559081,7
umls:C0376480,7
umls:C0005592,5
umls:C0032965,5
umls:C0014661,6
umls:C0030489,3
umls:C0009021,6
umls:C0002390,7
umls:C0221204,5
umls:C0023364,10
umls:C3814880,1
umls:C0235989,1
umls:C1306557,6
umls:C0039496,2
umls:C1859047,4
umls:C0549622,7
umls:C0264545,8
umls:C0280218,7
umls:C0235259,10
umls:C0152268,6
umls:C2827436,6
umls:C1266165,5
umls:C1708502,5
umls:C1290073,1
umls:C0334443,4
umls:C0036877,7
umls:C1832273,1
umls:C0027613,6
umls:C2350236,8
umls:C0340542,4
umls:C0271429,4
umls:C1859726,2
umls:C1869122,10
umls:C0040433,3
umls:C0264757,6
umls:C0036329,2
umls:C0238113,1
umls:C0521720,2
umls:C0221763,6
umls:C0028734,1
umls:C0920372,7
umls:C0948954,5
umls:C0339277,10
umls:C1858968,10
umls:C1846545,10
umls:C1840427,10
umls:C0264000,10
umls:C0343073,6
umls:C0406757,10
umls:C1865409,4
umls:C1859807,6
umls:C0234132,10
umls:C0024814,10
umls:C1956125,10
umls:C1866053,10
umls:C2930797,10
umls:C0948368,6
umls:C0746982,10
umls:C1841972,4
umls:C3151192,3
umls:C3489532,3
umls:C0344530,7
umls:C3549845,2
umls:C0149841,2
umls:C0236964,4
umls:C0742395,7
umls:C2677889,6
umls:C0272027,6
umls:C2937227,6
umls:C0085576,4
umls:C0271979,7
umls:C1857728,10
umls:C1963943,8
umls:C0796004,2
umls:C0349653,2
umls:C2752007,10
umls:C1832736,2
umls:C1837396,10
umls:C0268595,2
umls:C1261502,3
umls:C0268292,3
umls:C1260386,4
umls:C3669121,7
umls:C1291314,4
umls:C3713420,1
umls:C3463917,7
umls:C3838731,3
umls:C0268293,7
umls:C1858854,7
umls:C0036344,7
umls:C0266432,4
umls:C0860158,4
umls:C1504412,4
umls:C2673497,4
umls:C1328577,4
umls:C1849508,3
umls:C0241775,7
umls:C1275282,2
umls:C1847501,10
umls:C3553859,10
umls:C1832855,10
umls:C1527348,10
umls:C0007001,6
umls:C1333488,10
umls:C1839130,2
umls:C0349578,10
umls:C0398368,10
umls:C0393702,4
umls:C0334352,10
umls:C0342739,7
umls:C2750824,10
umls:C0268384,6
umls:C0342613,6
umls:C0020551,7
umls:C0339562,6
umls:C0268406,6
umls:C2939462,6
umls:C0751448,6
umls:C0679407,6
umls:C1719315,6
umls:C0022806,10
umls:C0016085,4
umls:C0272247,10
umls:C0547030,6
umls:C0267839,6
umls:C0751658,8
umls:C0010266,3
umls:C0743711,6
umls:C0342618,6
umls:C0751498,6
umls:C0751409,6
umls:C0033075,6
umls:C0596452,6
umls:C0149893,10
umls:C0239233,10
umls:C1691013,4
umls:C0024439,4
umls:C1836373,4
umls:C3150415,4
umls:C0206711,10
umls:C3554449,8
umls:C1879526,8
umls:C0007528,8
umls:C1266119,4
umls:C0920184,8
umls:C0334357,8
umls:C0431129,8
umls:C0220620,8
umls:C0334558,2
umls:C1300347,7
umls:C1332556,8
umls:C0017097,2
umls:C3669016,10
umls:C0270952,4
umls:C2239246,10
umls:C0238196,10
umls:C3553788,7
umls:C1832466,7
umls:C0854706,5
umls:C0043541,3
umls:C0026718,3
umls:C2751825,4
umls:C3151406,4
umls:C1417838,4
umls:C0949331,4
umls:C1261504,7
umls:C0342500,10
umls:C0687149,7
umls:C1836706,7
umls:C1863959,7
umls:C3493776,7
umls:C1863961,7
umls:C1863960,7
umls:C1262098,7
umls:C0027145,7
umls:C0869147,7
umls:C0151516,6
umls:C2940785,7
umls:C1998045,7
umls:C3714618,7
umls:C0342127,7
umls:C0749424,3
umls:C0271335,7
umls:C0040115,6
umls:C0158983,7
umls:C0342114,7
umls:C0600086,7
umls:C1838990,10
umls:C3151897,10
umls:C0752197,10
umls:C0026766,5
umls:C0238111,7
umls:C0023795,1
umls:C1863844,2
umls:C1997910,2
umls:C0473219,10
umls:C0700634,10
umls:C3160858,10
umls:C1847352,8
umls:C3810405,8
umls:C1955871,8
umls:C0342705,8
umls:C1861305,10
umls:C0342282,10
umls:C1969652,10
umls:C1866656,10
umls:C1861028,10
umls:C0027122,10
umls:C0948192,9
umls:C0428796,5
umls:C1455780,5
umls:C0431863,10
umls:C1829844,6
umls:C0878521,7
umls:C0033835,7
umls:C2932715,7
umls:C2932716,7
umls:C1366550,7
umls:C1864100,7
umls:C0029440,7
umls:C0264009,7
umls:C0424621,7
umls:C0001432,4
umls:C0001433,7
umls:C0206642,7
umls:C1367554,8
umls:C0271862,8
umls:C0342346,8
umls:C1710140,7
umls:C0006664,7
umls:C0220659,3
umls:C0683382,7
umls:C0271527,7
umls:C0278864,8
umls:C0265593,7
umls:C3551954,4
umls:C0679268,4
umls:C1843920,3
umls:C3495676,7
umls:C0009730,9
umls:C1261470,9
umls:C3273035,10
umls:C0025299,9
umls:C1859486,7
umls:C0029411,6
umls:C1861514,6
umls:C0263538,6
umls:C2678439,6
umls:C1864694,2
umls:C0276088,10
umls:C0231819,2
umls:C1858673,4
umls:C3839957,8
umls:C0272175,2
umls:C1846790,7
umls:C1867234,8
umls:C1266138,8
umls:C3839822,8
umls:C0003810,8
umls:C1860787,2
umls:C0271761,8
umls:C1883694,8
umls:C0346251,8
umls:C1303073,7
umls:C1839564,10
umls:C0155320,9
umls:C3279564,9
umls:C0546966,10
umls:C0221260,7
umls:C0544849,3
umls:C1857316,10
umls:C0005937,10
umls:C0268540,10
umls:C0599035,10
umls:C1868684,10
umls:C3150705,2
umls:C0233715,10
umls:C1969443,7
umls:C1455728,4
umls:C0751486,4
umls:C0342791,7
umls:C0271714,10
umls:C1835887,10
umls:C2931832,10
umls:C0854211,6
umls:C0519030,10
umls:C2931207,4
umls:C2748572,3
umls:C0270777,3
umls:C0268448,9
umls:C1853942,2
umls:C0268457,2
umls:C0149904,6
umls:C1868679,7
umls:C2931875,10
umls:C0750927,10
umls:C0349391,10
umls:C0454651,10
umls:C0751050,10
umls:C0730557,7
umls:C0008060,7
umls:C1845668,7
umls:C1536500,10
umls:C0268490,10
umls:C0342733,10
umls:C0268621,10
umls:C1838333,1
umls:C0278804,7
umls:C0153426,2
umls:C0541912,8
umls:C2675746,4
umls:C2350242,3
umls:C0410539,4
umls:C1609538,7
umls:C0085568,6
umls:C1864445,10
umls:C0019625,10
umls:C0019618,10
umls:C0432262,10
umls:C0265339,6
umls:C0265338,7
umls:C2745948,10
umls:C0017567,10
umls:C0554114,10
umls:C1842180,8
umls:C0038505,8
umls:C0235752,8
umls:C2675370,8
umls:C0340803,10
umls:C0085932,7
umls:C0205788,8
umls:C1838625,10
umls:C0271287,10
umls:C1832918,6
umls:C0231230,10
umls:C1846496,2
umls:C0339651,4
umls:C0035690,6
umls:C0206604,4
umls:C0008055,4
umls:C0243010,10
umls:C0341306,7
umls:C0743178,7
umls:C1970879,8
umls:C1845073,8
umls:C1845117,8
umls:C1845919,8
umls:C2931839,8
umls:C0026919,7
umls:C1842398,8
umls:C1332884,7
umls:C0472817,5
umls:C1846344,3
umls:C2751312,3
umls:C1858054,6
umls:C0269209,6
umls:C0033680,7
umls:C0085628,7
umls:C1291610,10
umls:C1859722,8
umls:C3150833,3
umls:C1850671,10
umls:C0796022,6
umls:C3698541,6
umls:C0855056,6
umls:C0267785,6
umls:C0796094,6
umls:C0340952,5
umls:C1275122,3
umls:C1851526,3
umls:C0334347,3
umls:C0206171,4
umls:C0276640,3
umls:C0036992,6
umls:C0795887,7
umls:C0268155,3
umls:C1838568,7
umls:C0268118,2
umls:C0032320,4
umls:C0015408,7
umls:C0220988,2
umls:C1846265,7
umls:C0796016,8
umls:C0432365,8
umls:C1843832,7
umls:C2675747,10
umls:C0796135,6
umls:C1834481,2
umls:C3150690,2
umls:C0333062,8
umls:C1720771,7
umls:C1836122,3
umls:C0020877,10
umls:C0018188,10
umls:C0021843,4
umls:C0376620,6
umls:C0238067,3
umls:C0014356,4
umls:C0003462,10
umls:C0038012,3
umls:C0263859,3
umls:C0013289,10
umls:C0456103,3
umls:C3665339,3
umls:C0272192,3
umls:C0341268,3
umls:C0275551,3
umls:C0740451,5
umls:C0267465,3
umls:C0574960,4
umls:C0949272,3
umls:C0341332,3
umls:C0032080,3
umls:C2931133,3
umls:C0400847,3
umls:C1845076,7
umls:C1334228,10
umls:C1876181,7
umls:C0405469,3
umls:C0267380,5
umls:C0343052,7
umls:C0393484,4
umls:C0152081,10
umls:C0750046,3
umls:C0086447,8
umls:C3280586,4
umls:C0085399,3
umls:C0678201,6
umls:C1274282,5
umls:C0265281,4
umls:C0432227,4
umls:C1868616,4
umls:C0751335,4
umls:C1853710,4
umls:C3159322,4
umls:C1847406,4
umls:C1838492,4
umls:C3150755,4
umls:C2079540,4
umls:C0432228,4
umls:C0234245,6
umls:C1835677,10
umls:C3280099,10
